"","NameScientific","TaxonRank","Origin","Phyla","Class","Order","Family","Genus"
"2425","<i>Celmisia armstrongii</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 26: 269 (1893 [1894])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2426","<i>Celmisia bellidioides</i> Hook.f., <i>Handb. New Zealand Fl.</i> 135 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2427","<i>Celmisia bonplandii</i> (Buchanan) Allan, <i>Fl. New Zealand 1,</i> 624-625 (1961)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2428","<i>Celmisia brevifolia</i> Cockayne in Cheeseman, <i>Man. New Zealand Fl., ed. 2,</i> 938 (1925)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2429","<i>Celmisia brownii</i> Chapman, <i>Trans. New Zealand Inst.</i> 22: 444 (1890)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2430","<i>Celmisia clavata</i> G.Simpson & J.S.Thomson, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 72: 35 (1942)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2431","<i>Celmisia cockayneana</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 44: 182 (1911 [1912])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2432","<i>Celmisia cordatifolia</i> Buchanan, <i>Trans. New Zealand Inst.</i> 11: 427, t. 18 (1879)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2433","<i>Celmisia cordatifolia</i> Buchanan, <i>Trans. New Zealand Inst.</i> 11: 427, t. 18 (1879) var. <i>cordatifolia</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2434","<i>Celmisia cordatifolia</i> var. <i>similis</i> W.Martin, <i>Trans. Roy. Soc. New Zealand</i> 65: 182 (1935)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2435","<i>Celmisia coriacea</i> (G.Forst.) Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 36 (1844)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2436","<i>Celmisia coriacea</i> (G.Forst.) Raoul, <i>Ann. Sci. Nat., Bot. s?r. 3,</i> 2: 119 (1844)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2437","<i>Celmisia coriacea</i> var. <i>lancifolia</i> Cheeseman, <i>Man. New Zealand Fl., ed. 2,</i> 950 (1925)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2438","<i>Celmisia coriacea</i> var. <i>semicordata</i> (Petrie) Cheeseman, <i>Man. New Zealand Fl., ed. 2,</i> 950 (1925)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2439","<i>Celmisia coriacea</i> var. <i>stricta</i> Cockayne, <i>Trans. & Proc. New Zealand Inst.</i> 45: 252 (1913)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2440","<i>Celmisia dallii</i> Buchanan, <i>Trans. & Proc. New Zealand Inst.</i> 14: 355, Pl. 35, fig. 1 (1881 [1882])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2441","<i>Celmisia densiflora</i> Hook.f., <i>Handb. New Zealand Fl.</i> 130 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2442","<i>Celmisia discolor</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 123 (1853)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2443","<i>Celmisia discolor</i> var. <i>ampla</i> Allan, <i>Fl. New Zealand 1,</i> 621, 967 (1961)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2444","<i>Celmisia discolor</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 123 (1853) var. <i>discolor</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2445","<i>Celmisia discolor</i> var. <i>intermedia</i> (Petrie) Allan, <i>Fl. New Zealand 1,</i> 621 (1961)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2446","<i>Celmisia dubia</i> Cheeseman, <i>Man. New Zealand Fl.</i> 308 (1906)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2447","<i>Celmisia durietzii</i> Cockayne & Allan in Martin, <i>Trans. Roy. Soc. New Zealand</i> 66: 75 (1936)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2448","<i>Celmisia gibbsii</i> Cheeseman, <i>Man. New Zealand Fl.</i> 300 (1906)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2449","<i>Celmisia glabrescens</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 47: 50 (1915)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2450","<i>Celmisia glandulosa</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 124 (1853)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2451","<i>Celmisia glandulosa</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 124 (1853) var. <i>glandulosa</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2452","<i>Celmisia glandulosa</i> var. <i>latifolia</i> Cockayne, <i>Trans. & Proc. New Zealand Inst.</i> 49: 57 (1917)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2453","<i>Celmisia glandulosa</i> var. <i>longiscapa</i> Cockayne, <i>Trans. & Proc. New Zealand Inst.</i> 49: 58 (1917)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2454","<i>Celmisia glandulosa</i> var. <i>vera</i> Cockayne, <i>Trans. & Proc. New Zealand Inst.</i> 49: 124 (1917)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2455","<i>Celmisia gracilenta</i> Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 35 (1844)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2456","<i>Celmisia graminifolia</i> Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 35 (1844)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2457","<i>Celmisia haastii</i> Hook.f., <i>Handb. New Zealand Fl.</i> 131 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2458","<i>Celmisia haastii</i> Hook.f., <i>Handb. New Zealand Fl.</i> 131 (1864) var. <i>haastii</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2459","<i>Celmisia haastii</i> var. <i>tomentosa</i> G.Simpson & J.S.Thomson, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 72: 34 (1942)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2460","<i>Celmisia hectorii</i> Hook.f., <i>Handb. New Zealand Fl.</i> 135 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2461","<i>Celmisia hieraciifolia</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 124, t. 34B (1853)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2462","<i>Celmisia hieraciifolia</i> var. <i>gracilis</i> Allan, <i>Fl. New Zealand 1,</i> 638, 967 (1961)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2463","<i>Celmisia hieraciifolia</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 124, t. 34B (1853) var. <i>hieraciifolia</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2464","<i>Celmisia hieraciifolia</i> var. <i>oblonga</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 27: 328 (1895)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2465","<i>Celmisia holosericea</i> (G.Forst.) Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 36 (1844)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2466","<i>Celmisia hookeri</i> Cockayne, <i>Trans. New Zealand Inst.</i> 47: 115 (1914 [1915])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2467","<i>Celmisia inaccessa</i> Given, <i>New Zealand J. Bot.</i> 9: 526-529 (1971)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2468","<i>Celmisia incana</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 123, t.34A (1853)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2469","<i>Celmisia insignis</i> W.Martin, <i>Trans. Roy. Soc. New Zealand</i> 65: 182 (1935)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2470","<i>Celmisia insignis</i> var. <i>dura</i> G.Simpson & J.S.Thomson, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 73: 169 (1943)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2471","<i>Celmisia intermedia</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 45: 267 (1912 [1913])","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2472","<i>Celmisia lanceolata</i> Cockayne, <i>Trans. New Zealand Inst.</i> 44: 51 (1912)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2473","<i>Celmisia laricifolia</i> Hook.f., <i>Bot. Antarct. Voy. II (Fl. Nov.-Zel.) Part II,</i> 331 (1855)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2474","<i>Celmisia lateralis</i> Buchanan, <i>Trans. & Proc. New Zealand Inst.</i> 4: 226, t.15 (1872)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2475","<i>Celmisia lateralis</i> Buchanan, <i>Trans. & Proc. New Zealand Inst.</i> 4: 226, t.15 (1872) var. <i>lateralis</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2476","<i>Celmisia lateralis</i> var. <i>villosa</i> Cheeseman, <i>Man. New Zealand Fl.</i> 302 (1906)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2477","<i>Celmisia lindsayi</i> Hook.f., <i>Handb. New Zealand Fl.</i> 132 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2478","<i>Celmisia longifolia</i> var. <i>alpina</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 27: 328 (1895)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2479","<i>Celmisia longifolia</i> var. <i>graminifolia</i> Kirk, <i>Stud. Fl. New Zealand</i> 289 (1899)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2480","<i>Celmisia lyallii</i> Hook.f., <i>Handb. New Zealand Fl.</i> 133 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2481","<i>Celmisia lyallii</i> var. <i>pseudolyallii</i> Cheeseman, <i>Man. New Zealand Fl.</i> 312 (1906)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2482","<i>Celmisia mackaui</i> Raoul, <i>Choix Pl. Nouv.-Zel.</i> t. 14 (1846)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2483","<i>Celmisia macmahonii</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 27: 327 (1895)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2484","<i>Celmisia macmahonii</i> var. <i>hadfieldii</i> W.Martin in Allan, <i>Fl. New Zealand 1,</i> 628, 967 (1961)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2485","<i>Celmisia macmahonii</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 27: 327 (1895) var. <i>macmahonii</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2486","<i>Celmisia major</i> Cheeseman, <i>Man. New Zealand Fl., ed. 2,</i> 952 (1925)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2487","<i>Celmisia major</i> var. <i>brevis</i> Allan, <i>Fl. New Zealand 1,</i> 647, 967 (1961)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2488","<i>Celmisia major</i> Cheeseman, <i>Man. New Zealand Fl., ed. 2,</i> 952 (1925) var. <i>major</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2489","<i>Celmisia markii</i> W.G.Lee & Given, <i>New Zealand J. Bot.</i> 22: 587 (1984)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2490","<i>Celmisia monroi</i> Hook.f., <i>Handb. New Zealand Fl.</i> 133 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2491","<i>Celmisia monroi</i> var. <i>conspicua</i> W.Martin, <i>Trans. Roy. Soc. New Zealand</i> 65: 183 (1935)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2492","<i>Celmisia monroi</i> var. <i>robusta</i> W.Martin, <i>Trans. Roy. Soc. New Zealand</i> 65: 183 (1935)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2493","<i>Celmisia morganii</i> Cheeseman, <i>Trans. & Proc. New Zealand Inst.</i> 46: 21 (1914)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2494","<i>Celmisia parva</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 27: 328 (1895)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2495","<i>Celmisia perpusilla</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 22: 470 (1889 [1890])","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2496","<i>Celmisia petiolata</i> Hook.f., <i>Handb. New Zealand Fl.</i> 134 (1864)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2497","<i>Celmisia petiolata</i> var. <i>cordatifolia</i> (Buchanan) Kirk, <i>Stud. Fl. New Zealand</i> 427 (1899)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2498","<i>Celmisia petiolata</i> var. <i>membranacea</i> Kirk, <i>Stud. Fl. New Zealand</i> 944 (1899)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2499","<i>Celmisia petiolata</i> var. <i>rigida</i> Kirk, <i>Stud. Fl. New Zealand</i> 286 (1899)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2500","<i>Celmisia petriei</i> Cheeseman, <i>Man. New Zealand Fl.</i> 311 (1906)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2501","<i>Celmisia philocremna</i> Given, <i>New Zealand J. Bot.</i> 9: 529-532 (1971)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2502","<i>Celmisia polyvena</i> G.Simpson & J.S.Thomson, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 72: 34 (1942)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2503","<i>Celmisia praestans</i> Allan, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 76: 589 (1947)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2504","<i>Celmisia prorepens</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 19: 326 (1887)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2505","<i>Celmisia ramulosa</i> Hook.f., <i>Handb. New Zealand Fl.</i> 733 (1867)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2506","<i>Celmisia ramulosa</i> Hook.f., <i>Handb. New Zealand Fl.</i> 733 (1867) var. <i>ramulosa</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2507","<i>Celmisia ramulosa</i> var. <i>tuberculata</i> G.Simpson & J.S.Thomson, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 72: 34 (1942)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2508","<i>Celmisia rigida</i> (Kirk) Cockayne, <i>Rep. Bot. Surv. Stewart Island</i> 44 (1909)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2509","<i>Celmisia ruahinensis</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 27: 388 (1895)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2510","<i>Celmisia rupestris</i> Cheeseman, <i>Trans. & Proc. New Zealand Inst.</i> 16: 409 (1884)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2511","<i>Celmisia rutlandii</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 27: 329 (1895)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2512","<i>Celmisia</i> sect. <i>Antarcticae</i> Allan, <i>Fl. New Zealand 1,</i> 612, 965 (1961)","sect.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Damnamenia"
"2513","<i>Celmisia semicordata</i> Petrie, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 46: 33 (1913 [1914])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2514","<i>Celmisia semicordata</i> subsp. <i>aurigans</i> Given, <i>New Zealand J. Bot.</i> 18: 134 (1980)","subsp.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2515","<i>Celmisia semicordata</i> Petrie, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 46: 33 (1913 [1914]) subsp. <i>semicordata</i>","subsp.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2516","<i>Celmisia semicordata</i> subsp. <i>stricta</i> (Cockayne) Given, <i>New Zealand J. Bot.</i> 18: 134 (1980)","subsp.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2517","<i>Celmisia sessiliflora</i> Hook.f., <i>Handb. New Zealand Fl.</i> 135 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2518","<i>Celmisia sessiliflora</i> var. <i>exigua</i> G.Simpson & J.S.Thomson, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 73: 169 (1943)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2519","<i>Celmisia sessiliflora</i> var. <i>minor</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 15: 359 (1883)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2520","<i>Celmisia sessiliflora</i> var. <i>pedunculata</i> Kirk, <i>Stud. Fl. New Zealand</i> 292 (1899)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2521","<i>Celmisia similis</i> Given, <i>New Zealand J. Bot.</i> 7: 393-395 (1969)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2522","<i>Celmisia sinclairii</i> Hook.f., <i>Handb. New Zealand Fl.</i> 132 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2523","<i>Celmisia spectabilis</i> Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 35-36 (1844)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2524","<i>Celmisia spectabilis</i> subsp. <i>lanceolata</i> (Hook.f.) Given, <i>New Zealand J. Bot.</i> 22: 146 (1984)","subsp.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2525","<i>Celmisia spectabilis</i> subsp. <i>magnifica</i> (Allan) Given, <i>New Zealand J. Bot.</i> 22: 146-147 (1984)","subsp.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2526","<i>Celmisia spectabilis</i> Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 35-36 (1844) subsp. <i>spectabilis</i>","subsp.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2527","<i>Celmisia spectabilis</i> var. <i>albomarginata</i> W.Martin, <i>Trans. Roy. Soc. New Zealand</i> 65: 183 (1935)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2528","<i>Celmisia spectabilis</i> var. <i>angustifolia</i> W.Martin, <i>Trans. Roy. Soc. New Zealand</i> 65: 184 (1935)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2529","<i>Celmisia spectabilis</i> var. <i>lanceolata</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 122 (1853)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2530","<i>Celmisia spectabilis</i> var. <i>magnifica</i> Allan, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 76: 592 (1947)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2531","<i>Celmisia spectabilis</i> var. <i>mollis</i> (Cockayne) Cheeseman, <i>Man. New Zealand Fl., ed. 2,</i> 946 (1925)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2532","<i>Celmisia spectabilis</i> Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 35-36 (1844) var. <i>spectabilis</i>","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2533","<i>Celmisia spedenii</i> G.Simpson, <i>Trans. Roy. Soc. New Zealand</i> 75: 200 (1945)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2534","<i>Celmisia</i> subgen. <i>Ionopsis</i> Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 34 (1844)","subgen.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Damnamenia"
"2535","<i>Celmisia thomsonii</i> Cheeseman, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 48: 211 (1916)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2536","<i>Celmisia traversii</i> Hook.f., <i>Handb. New Zealand Fl.</i> 134 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2537","<i>Celmisia verbascifolia</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 121 (1853)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2538","<i>Celmisia verbascifolia</i> subsp. <i>membranacea</i> (Kirk) Given, <i>New Zealand J. Bot.</i> 22: 150-151 (1984)","subsp.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2539","<i>Celmisia verbascifolia</i> subsp. <i>rigida</i> (Kirk) Given, <i>New Zealand J. Bot.</i> 22: 151 (1984)","subsp.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2540","<i>Celmisia verbascifolia</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 121 (1853) subsp. <i>verbascifolia</i>","subsp.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2541","<i>Celmisia vernicosa</i> Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 34, t. 26 & 27 (1844)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Damnamenia"
"2542","<i>Celmisia vernicosa</i> var. <i>mollicula</i> Allan, <i>Fl. New Zealand 1,</i> 652, 967 (1961)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Damnamenia"
"2543","<i>Celmisia vespertina</i> Given, <i>New Zealand J. Bot.</i> 7: 389-393 (1969)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2544","<i>Celmisia viscosa</i> Hook.f., <i>Handb. New Zealand Fl.</i> 133 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2545","<i>Celmisia walkeri</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 9: 549, t. 30 (1877)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Celmisia"
"2546","<i>Celsia cretica</i> L. (1774)","species","","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Verbascum"
"2547","<i>Celtis</i> L., <i>Sp. Pl.</i> 1043-1044 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Celtis"
"2548","<i>Celtis australis</i> L. (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Celtis"
"2549","<i>Celtis sinensis</i> Pers.","species","Exotic","Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Celtis"
"2550","<i>Cenchrus</i> L., <i>Sp. Pl.</i> 1049 (1753)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Cenchrus"
"2551","<i>Cenchrus caliculatus</i> Cav. (1799)","species","Non-endemic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Cenchrus"
"2552","<i>Cenchrus clandestinus</i> (Hochst. ex Chiov.) Morrone in Chemisquy et al., <i>Ann. Bot.</i> 106: 127 (2010)","species","Exotic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Cenchrus"
"2553","<i>Cenchrus latifolius</i> (Spreng.) Morrone in Chemisquy et al., <i>Ann. Bot.</i> 106: 128 (2010)","species","Exotic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Cenchrus"
"2554","<i>Cenchrus longisetus</i> M.C.Johnst. (1963)","species","Exotic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Cenchrus"
"2555","<i>Cenchrus macrourus</i> (Trin.) Morrone in Chemisquy et al., <i>Ann. Bot.</i> 106: 128 (2010)","species","Exotic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Cenchrus"
"2556","<i>Cenchrus parviflorus</i> Poir.","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Setaria"
