"","NameScientific","TaxonRank","Origin","Phyla","Class","Order","Family","Genus"
"12551","<i>Urtica linearifolia</i> (Hook.f.) Cockayne, <i>Trans. New Zealand Inst.</i> 47: 111 (1914 [1915])","species","","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Urtica"
"12552","<i>Urtica longifolia</i> Burm.f.","species","","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Debregeasia"
"12553","<i>Urtica lucifuga</i> var. <i>linearifolia</i> Hook.f. in Hooker, <i>London J. Bot.</i> 6: 225 (1847)","var.","","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Urtica"
"12554","<i>Urtica lucifuga</i> Hook.f., <i>London Journal of Botany</i> 6: 285 (1847) var. <i>lucifuga</i>","var.","","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Urtica"
"12555","<i>Urtica membranacea</i> Poir. ex Savigny","species","Exotic","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Urtica"
"12556","<i>Urtica nummulariifolia</i> Sw. (1787)","species","","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Pilea"
"12557","<i>Urtica perconfusa</i> Grosse-Veldmann & Weigend in Grosse-Veldmann et al., <i>Phytotaxa</i> 245: 257-268 (2016)","species","Endemic","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Urtica"
"12558","<i>Urtica pusilla</i> Poir. (1816)","species","","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Australina"
"12559","<i>Urtica sykesii</i> Grosse-Veldman & Weigend in Grosse-Veldmann et al., <i>Phytotaxa</i> 245: 255-257 (2016)","species","Non-endemic","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Urtica"
"12560","<i>Urtica urens</i> L., <i>Sp. Pl.</i> 984 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Urtica"
"12561","<i>Urtica villosa</i> Thunb.","species","","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Fatoua"
"12562","<i>Urticaceae</i>","family","","Tracheophyta","Magnoliopsida","Rosales","Urticaceae",""
"12563","<i>Utricularia</i> L., <i>Sp. Pl.</i> 18 (1753)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12564","<i>Utricularia arenaria</i> A.DC.","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12565","<i>Utricularia australis</i> R.Br., <i>Prodr. Fl. Nov. Holland.</i> 430 (1810)","species","Non-endemic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12566","<i>Utricularia canacorum</i> Pellegr. (1920)","species","","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12567","<i>Utricularia colensoi</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 206 (1853)","species","","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12568","<i>Utricularia delicatula</i> Cheeseman, <i>Man. New Zealand Fl.</i> 561 (1906)","species","Endemic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12569","<i>Utricularia dichotoma</i> Labill. (1805)","species","Non-endemic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12570","<i>Utricularia dichotoma</i> subsp. <i>novae-zelandiae</i> (Hook.f) R.W.Jobson in Jobson & Baleeiro, <i>Austral. Syst. Bot.</i> 33: 304 (2020)","subsp.","Non-endemic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12571","<i>Utricularia geminiscapa</i> Benj. (1847)","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12572","<i>Utricularia gibba</i> L. (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12573","<i>Utricularia livida</i> E.Mey.","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12574","<i>Utricularia mairii</i> Cheeseman, <i>Man. New Zealand Fl.</i> 560 (1906)","species","","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12575","<i>Utricularia novae-zelandiae</i> Hook.f. (1997)","species","","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12576","<i>Utricularia protrusa</i> Hook.f., <i>Bot. Antarct. Voy. II (Fl. Nov.-Zel.) Part II,</i> 206 (1854)","species","","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12577","<i>Utricularia sandersonii</i> Oliv.","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12578","<i>Utricularia subsimilis</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 16: 334 (1884)","species","","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12579","<i>Utricularia vulcanica</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 26: 318 (1893 [1894])","species","","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia"
"12580","<i>Vaccaria</i> Wolf, <i>Gen. Pl. [Wolf]  Gen. Pl. [Wolf]</i> 111 (1776)","genus","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Vaccaria"
"12581","<i>Vaccaria hispanica</i> (Mill.) Rauschert (1965)","species","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Vaccaria"
"12582","<i>Vaccaria parviflora</i> Moench","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Vaccaria"
"12583","<i>Vaccaria pyramidata</i> Medik. (1789)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Vaccaria"
"12584","<i>Vaccinium</i> L., <i>Sp. Pl.</i> 349-352 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium"
"12585","<i>Vaccinium corymbosum</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium"
"12586","<i>Valeriana locusta</i> L., <i>Sp. Pl.</i> 33 (1753)","species","","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Valerianella"
"12587","<i>Valeriana locusta</i> var. <i>olitoria</i> L.","var.","","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Valerianella"
"12588","<i>Valerianella</i> Mill., <i>Gard. Dict., ed. 4,</i> (1754)","genus","Exotic","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Valerianella"
