famille,nom_taxon,Genre,synonyme,remarque
Orchidaceae Juss.,Sarcochilus gildasii N.Hallé,Sarcochilus, ,
Orchidaceae Juss.,Sarcochilus hillii (F.Muell.) F.Muell. var. hillii,Sarcochilus,Thrixspermum hillii (F.Muell.) Rchb.f.,
Orchidaceae Juss.,Sarcochilus hillii (F.Muell.) F.Muell. var. hillii,Sarcochilus,Dendrobium hillii F.Muell.,
Orchidaceae Juss.,Sarcochilus hillii var. thycolus N.Hallé,Sarcochilus, ,
Orchidaceae Juss.,Sarcochilus koghiensis Schltr.,Sarcochilus, ,
Orchidaceae Juss.,Sarcochilus rarus Schltr.,Sarcochilus,Sarcochilus radicosus Kraenzl.,
Orchidaceae Juss.,Schoenorchis micrantha Reinw. ex Blume,Schoenorchis,Saccolabium micranthum Lindl.,
Orchidaceae Juss.,Schoenorchis micrantha Reinw. ex Blume,Schoenorchis,Saccolabium chionanthum Lindl.,
Orchidaceae Juss.,Spathoglottis petri Rchb.f.,Spathoglottis, ,Récemment récolté à Maré : Gâteblé 436 (in NOU)
Orchidaceae Juss.,Spathoglottis plicata Blume,Spathoglottis,Spathoglottis vieillardii Rchb.f.,
Orchidaceae Juss.,Spathoglottis plicata Blume,Spathoglottis,Spathoglottis daenikeri Kraenzl.,
Orchidaceae Juss.,Spathoglottis plicata Blume,Spathoglottis,Paxtonia rosea Lindl.,
Orchidaceae Juss.,Spathoglottis plicata Blume,Spathoglottis,Spathoglottis spicata Lindl.,
Orchidaceae Juss.,Spathoglottis plicata Blume,Spathoglottis,Spathoglottis unguiculata sensu Heckel,
Orchidaceae Juss.,Spathoglottis plicata Blume,Spathoglottis,Bletia angustata Gaudich.,
Orchidaceae Juss.,Spathoglottis plicata Blume,Spathoglottis,Spathoglottis lilacina Griff.,
Orchidaceae Juss.,Spathoglottis unguiculata (Labill.) Rchb.f.,Spathoglottis,Spathoglottis breviscapa Schltr.,
Orchidaceae Juss.,Spathoglottis unguiculata (Labill.) Rchb.f.,Spathoglottis,Spathoglottis schinziana Kraenzl.,
Orchidaceae Juss.,Spathoglottis unguiculata (Labill.) Rchb.f.,Spathoglottis,Limodorum unguiculatum Labill.,
Orchidaceae Juss.,Spathoglottis unguiculata (Labill.) Rchb.f.,Spathoglottis,Spathoglottis deplanchei Rchb.f.,
Orchidaceae Juss.,Spiranthes sinensis (Pers.) Ames,Spiranthes,Neottia sinensis Pers.,
Orchidaceae Juss.,Spiranthes sinensis (Pers.) Ames,Spiranthes,Spiranthes neocaledonica Schltr.,
Orchidaceae Juss.,Spiranthes sinensis (Pers.) Ames,Spiranthes,Spiranthes australis (R.Br.) Lindl.,
Orchidaceae Juss.,Spiranthes sinensis (Pers.) Ames,Spiranthes,Neottia australis R.Br.,
Orchidaceae Juss.,Spiranthes sinensis (Pers.) Ames,Spiranthes,Spiranthes lancea sensu ,
Orchidaceae Juss.,Stichorkis disticha (Thouars) Pfitzer,Stichorkis,Malaxis disticha Thouars,
Orchidaceae Juss.,Stichorkis finetiana (Schltr.) Ormerod & Naive,Stichorkis,Liparis finetiana Schltr.,"Naive & Ormerod 2019. Notes on the genus Stichorkis (Orchidaceae, Malaxidinae) in Malesia: new combinations, synonyms and lectotypification. Lankesteriana 19(3): 253–261."
Orchidaceae Juss.,Taeniophyllum fasciola (G.Forst.) Rchb.f. var. fasciola,Taeniophyllum,Limodorum fasciolata (G.Forst.) Sw.,
Orchidaceae Juss.,Taeniophyllum fasciola (G.Forst.) Rchb.f. var. fasciola,Taeniophyllum,Vanilla fasciola (G.Forst.) Spreng.,
Orchidaceae Juss.,Taeniophyllum fasciola (G.Forst.) Rchb.f. var. fasciola,Taeniophyllum,Epidendrum fasciola G.Forst.,
Orchidaceae Juss.,Taeniophyllum fasciola (G.Forst.) Rchb.f. var. fasciola,Taeniophyllum,Taeniophyllum minutissimum Schltr.,
Orchidaceae Juss.,Taeniophyllum fasciola (G.Forst.) Rchb.f. var. fasciola,Taeniophyllum,Microtatorchis fasciola (G.Forst.) Schltr.,
Orchidaceae Juss.,Taeniophyllum fasciola var. mutina N.Hallé,Taeniophyllum, ,
Orchidaceae Juss.,Taeniophyllum graptolitum N.Hallé,Taeniophyllum, ,
Orchidaceae Juss.,Taeniophyllum hirtum Blume,Taeniophyllum,Taeniophyllum trachypus Schltr.,
Orchidaceae Juss.,Taeniophyllum labatii (M.Pignal & Munzinger) J.M.H.Shaw,Taeniophyllum,Microtatorchis labatii M. Pignal & Munzinger,"in Orchid Rev. Suppl., 125(1319): 60. 2017"
Orchidaceae Juss.,Taeniophyllum muelleri Lindl. ex Benth.,Taeniophyllum, ,
Orchidaceae Juss.,Taeniophyllum oreophilum (Schltr.) Kocyan & Schuit.,Taeniophyllum,Taeniophyllum balansae Kraenzl.,"Kocyan, A., & Schuiteman, A. (2014). New combinations in Aeridinae (Orchidaceae). Phytotaxa, 161(1), 61-85."
Orchidaceae Juss.,Taeniophyllum oreophilum (Schltr.) Kocyan & Schuit.,Taeniophyllum,Microtatorchis oreophila Schltr.,"Kocyan, A., & Schuiteman, A. (2014). New combinations in Aeridinae (Orchidaceae). Phytotaxa, 161(1), 61-85."
Orchidaceae Juss.,Taeniophyllum rudolfii Kocyan & Schuit.,Taeniophyllum,Microtatorchis schlechteri var. schlechteri Garay,"Kocyan, A., & Schuiteman, A. (2014). New combinations in Aeridinae (Orchidaceae). Phytotaxa, 161(1), 61-85."
Orchidaceae Juss.,Taeniophyllum rudolfii Kocyan & Schuit.,Taeniophyllum,Microtatorchis schlechteri var. productilis N.Hallé,"Kocyan, A., & Schuiteman, A. (2014). New combinations in Aeridinae (Orchidaceae). Phytotaxa, 161(1), 61-85."
Orchidaceae Juss.,Thelymitra longifolia J.R.Forst. & G.Forst.,Thelymitra,Serapias regularis G.Forst.,
Orchidaceae Juss.,Thelymitra sarasiniana Kraenzl.,Thelymitra, ,"Reconnu comme distinct de longifolia par Clements et Jones (Spécimens à P : MacKee 38222 et Bousmiche 800), espèce distincte d'après Govaerts (Kew)"
Orchidaceae Juss.,Thrixspermum congestum (F.M.Bailey) Dockrill,Thrixspermum,Cleisostoma congesta F.M.Bailey,
Orchidaceae Juss.,"Trachoma papuanum (Schltr.) M.A.Clem., J.J.Wood. & D.L.Jones",Trachoma,Trachoma subluteum (Ruppius) Garay,"Kocyan, A. and A. Schuiteman, New combinations in Aeridinae (Orchidaceae). Phytotaxa, 2015. 161(1): p. 61-85."
Orchidaceae Juss.,"Trachoma papuanum (Schltr.) M.A.Clem., J.J.Wood. & D.L.Jones",Trachoma,Saccolabium papuanum Schltr.,"Kocyan, A. and A. Schuiteman, New combinations in Aeridinae (Orchidaceae). Phytotaxa, 2015. 161(1): p. 61-85."
Orchidaceae Juss.,"Trachoma papuanum (Schltr.) M.A.Clem., J.J.Wood. & D.L.Jones",Trachoma,Saccolabium subluteum Ruppius,"Kocyan, A. and A. Schuiteman, New combinations in Aeridinae (Orchidaceae). Phytotaxa, 2015. 161(1): p. 61-85."
Orchidaceae Juss.,Tropidia viridifusca Kraenzl.,Tropidia, ,
Orchidaceae Juss.,Zeuxine vieillardii (Rchb.f.) Schltr.,Zeuxine,Zeuxine daenikeri Kraenzl.,Florical reconnait ce taxon bien distinct de Gonatostylis vieillardii (Rchb.f.) Schltr.
Orchidaceae Juss.,Zeuxine vieillardii (Rchb.f.) Schltr.,Zeuxine,Monochilus vieillardii Rchb.f.,Florical reconnait ce taxon bien distinct de Gonatostylis vieillardii (Rchb.f.) Schltr.
Pandanaceae R.Br.,Freycinetia arborea Gaudich.,Freycinetia,Freycinetia longispica Martelli,
Pandanaceae R.Br.,Freycinetia brevifolia Martelli,Freycinetia, ,"serait synonyme de schlechteri (Callm. comm. pers., 8/9/2014)"
Pandanaceae R.Br.,Freycinetia comptonii Rendle,Freycinetia, ,"serait synonyme de spectabilis (Callm. comm. pers., 8/9/2014)"
Pandanaceae R.Br.,Freycinetia coriacea Warb.,Freycinetia,Freycinetia spectabilis Solms,"serait synonyme de spectabilis (Callm. comm. pers., 8/9/2014)"
Pandanaceae R.Br.,Freycinetia coriacea Warb.,Freycinetia,Freycinetia cylindracea Solms,"serait synonyme de spectabilis (Callm. comm. pers., 8/9/2014)"
Pandanaceae R.Br.,Freycinetia coriacea Warb.,Freycinetia,Freycinetia subulata Huynh,"serait synonyme de spectabilis (Callm. comm. pers., 8/9/2014)"
Pandanaceae R.Br.,Freycinetia erythrostigma Solms ex Martelli,Freycinetia, ,"serait synonyme de sulcata (Callm. comm. pers., 8/9/2014)"
Pandanaceae R.Br.,Freycinetia graminifolia Solms,Freycinetia, ,
Pandanaceae R.Br.,Freycinetia hydra B.C.Stone subsp. hydra,Freycinetia, ,
Pandanaceae R.Br.,Freycinetia hydra subsp. apodistigma Huynh,Freycinetia, ,
Pandanaceae R.Br.,Freycinetia lorifolia Martelli,Freycinetia, ,
Pandanaceae R.Br.,Freycinetia microdonta Martelli,Freycinetia, ,
Pandanaceae R.Br.,Freycinetia modica Huynh,Freycinetia, ,
Pandanaceae R.Br.,Freycinetia monticola Rendle,Freycinetia, ,
Pandanaceae R.Br.,Freycinetia novocaledonica Warb.,Freycinetia, ,
Pandanaceae R.Br.,Freycinetia panica Huynh,Freycinetia, ,
Pandanaceae R.Br.,Freycinetia pseudograminifolia Huynh,Freycinetia, ,"serait synonyme de graminifolia (Callm. comm. pers., 8/9/2014)"
Pandanaceae R.Br.,Freycinetia schlechteri Warb.,Freycinetia,Freycinetia separata Huynh,
Pandanaceae R.Br.,Freycinetia sulcata Warb.,Freycinetia,Freycinetia involuta Huynh,Distribution : NC Uniquement (Callmander comm. pers. janv. 2015)
Pandanaceae R.Br.,Freycinetia verruculosa Warb.,Freycinetia,Freycinetia delicata Huynh,
Pandanaceae R.Br.,Freycinetia vieillardii Martelli,Freycinetia, ,
Pandanaceae R.Br.,Pandanus altissimus (Brongn.) Solms,Pandanus,Barrotia altissima Brongn.,
Pandanaceae R.Br.,Pandanus altissimus (Brongn.) Solms,Pandanus,Pandanus rectus H.St.John,
Pandanaceae R.Br.,Pandanus altissimus (Brongn.) Solms,Pandanus,Pandanus jaffrei H.St.John,
Pandanaceae R.Br.,Pandanus altissimus (Brongn.) Solms,Pandanus,Pandanus metaceus H.St.John,
Pandanaceae R.Br.,Pandanus altissimus (Brongn.) Solms,Pandanus,Pandanus anomesos H.St.John,
Pandanaceae R.Br.,Pandanus aragoensis (Brongn.) Solms,Pandanus,Barrotia aragoensis Brongn.,
Pandanaceae R.Br.,Pandanus balansae (Brongn.) Solms,Pandanus,Pandanus recavilapideus H.St.John,
Pandanaceae R.Br.,Pandanus balansae (Brongn.) Solms,Pandanus,Pandanus stipiformis H.St.John,
Pandanaceae R.Br.,Pandanus balansae (Brongn.) Solms,Pandanus,Pandanus spheniskos H.St.John,
Pandanaceae R.Br.,Pandanus balansae (Brongn.) Solms,Pandanus,Barrotia balansae Brongn.,
Pandanaceae R.Br.,Pandanus belepensis Callm. & Munzinger,Pandanus, ,
Pandanaceae R.Br.,Pandanus bernardii H.St.John ex Callm.,Pandanus, ,"Callmander, M.W. (2014) Adansonia sér. 3, 36, 45-51."
Pandanaceae R.Br.,Pandanus bilinearis H.St.John,Pandanus, ,
Pandanaceae R.Br.,Pandanus cavatus H.St.John,Pandanus, ,
Pandanaceae R.Br.,Pandanus clandestinus B.C.Stone,Pandanus, ,
Pandanaceae R.Br.,Pandanus decastigma B.C.Stone,Pandanus, ,
Pandanaceae R.Br.,Pandanus decumbens (Brongn.) Solms,Pandanus,Pandanus schlechteri Warb.,
Pandanaceae R.Br.,Pandanus decumbens (Brongn.) Solms,Pandanus,Pandanus neocaledonicus Martelli,
Pandanaceae R.Br.,Pandanus decumbens (Brongn.) Solms,Pandanus,Barrotia decumbens Brongn.,
Pandanaceae R.Br.,Pandanus globatus H.St.John,Pandanus, ,
Pandanaceae R.Br.,Pandanus lacuum H.St.John,Pandanus, ,
Pandanaceae R.Br.,Pandanus letocartiorum Callm. & Buerki,Pandanus, ,"Callmander, M.W. & Buerki, S. (2013). Candollea, 68, 51-60."
Pandanaceae R.Br.,Pandanus macrocarpus Vieill.,Pandanus,Pandanus mareensis H.St.John,non Pandanus macrocarpus (Brongn.) Solms
Pandanaceae R.Br.,Pandanus macrocarpus Vieill.,Pandanus,Pandanus mackeei H.St.John,non Pandanus macrocarpus (Brongn.) Solms
Pandanaceae R.Br.,Pandanus macrocarpus Vieill.,Pandanus,Pandanus lifouensis H.St.John,non Pandanus macrocarpus (Brongn.) Solms
Pandanaceae R.Br.,Pandanus macrocarpus Vieill.,Pandanus,Pandanus pistos H.St.John,non Pandanus macrocarpus (Brongn.) Solms
Pandanaceae R.Br.,Pandanus macrocarpus Vieill.,Pandanus,Pandanus mauricei H.St.John,non Pandanus macrocarpus (Brongn.) Solms
Pandanaceae R.Br.,Pandanus macrocarpus Vieill.,Pandanus,Pandanus pistikos H.St.John,non Pandanus macrocarpus (Brongn.) Solms
Pandanaceae R.Br.,Pandanus pancheri (Brongn.) Balf. f.,Pandanus,Pandanus veillonii H.St.John,
Pandanaceae R.Br.,Pandanus pancheri (Brongn.) Balf. f.,Pandanus,Pandanus brongniartii H.St.John,
Pandanaceae R.Br.,Pandanus pancheri (Brongn.) Balf. f.,Pandanus,Pandanus planatus H.St.John,
Pandanaceae R.Br.,Pandanus pancheri (Brongn.) Balf. f.,Pandanus,Pandanus crenifer H.St.John,
Pandanaceae R.Br.,Pandanus pancheri (Brongn.) Balf. f.,Pandanus,Pandanus verticalis H.St.John,
Pandanaceae R.Br.,Pandanus pancheri (Brongn.) Balf. f.,Pandanus,Pandanus subcylindricus H.St.John,
Pandanaceae R.Br.,Pandanus reticulatus Vieill.,Pandanus, ,
Pandanaceae R.Br.,Pandanus serpentinicus H.St.John,Pandanus, ,
Pandanaceae R.Br.,Pandanus spissus H.St.John,Pandanus, ,Callmander dans la base de données Tropicos online
Pandanaceae R.Br.,Pandanus taluucensis Callm.,Pandanus, ,
Pandanaceae R.Br.,Pandanus tectorius Parkinson,Pandanus,Pandanus pedunculatus R.Br.,
Pandanaceae R.Br.,Pandanus tectorius Parkinson,Pandanus,Pandanus tectorius var. tectorius Parkinson,
Pandanaceae R.Br.,Pandanus tectorius Parkinson,Pandanus,Pandanus tectorius var. novocaledonicus Martelli,
Pandanaceae R.Br.,Pandanus tectorius Parkinson,Pandanus,Pandanus noumeaensis H.St.John,
Pandanaceae R.Br.,Pandanus tectorius Parkinson,Pandanus,Pandanus tectorius var. drolletianus (Martelli) B.C.Stone,
Pandanaceae R.Br.,Pandanus tectorius Parkinson,Pandanus,Pandanus laticonvexus H.St.John,
Pandanaceae R.Br.,Pandanus verecundus B.C.Stone,Pandanus, ,
Pandanaceae R.Br.,Pandanus viscidus (Brongn.) Solms,Pandanus,Bryantia oblonga Brongn.,
Pandanaceae R.Br.,Pandanus viscidus (Brongn.) Solms,Pandanus,Bryantia viscida Brongn.,
Pandanaceae R.Br.,Pandanus viscidus (Brongn.) Solms,Pandanus,Pandanus minda Vieill.,
Pandanaceae R.Br.,Pandanus viscidus (Brongn.) Solms,Pandanus,Pandanus amnicola H.St.John,
Pandanaceae R.Br.,Pandanus viscidus (Brongn.) Solms,Pandanus,Pandanus oblongus (Brongn.) Balf. f.,
Pandanaceae R.Br.,Pandanus viscidus (Brongn.) Solms,Pandanus,Pandanus bifidus H.St.John,
Poaceae Barnhart [= Graminae Juss.],Alloteropsis semialata (R.Br.) Hitchc.,Alloteropsis,Panicum semialatum R.Br.,
Poaceae Barnhart [= Graminae Juss.],Ancistrachne numaeensis (Balansa) S.T.Blake,Ancistrachne,Panicum numaeense Balansa,
Poaceae Barnhart [= Graminae Juss.],Apluda mutica L.,Apluda, ,
Poaceae Barnhart [= Graminae Juss.],Aristida novae-caledoniae Henrard,Aristida, ,"Susbtrat ultramafique ou schisteux (comm. P. Morat, 03.ix.2009)"
Poaceae Barnhart [= Graminae Juss.],Aristida pilosa Labill.,Aristida, ,"Susbtrat ultramafique ou schisteux (comm. P. Morat, 03.ix.2009)"
Poaceae Barnhart [= Graminae Juss.],Aristida ramosa R.Br.,Aristida, ,"Uniquement sur substrat schisteux (comm. P. Morat, 03.ix.2009)"
Poaceae Barnhart [= Graminae Juss.],Bothriochloa bladhii (Retz.) S.T.Blake,Bothriochloa,Andropogon bladhii Retz.,
Poaceae Barnhart [= Graminae Juss.],Capillipedium parviflorum (R.Br.) Stapf,Capillipedium,Holcus parviflorus R.Br.,
Poaceae Barnhart [= Graminae Juss.],Capillipedium spicigerum S.T.Blake,Capillipedium, ,
Poaceae Barnhart [= Graminae Juss.],Cenchrus caliculatus Cav.,Cenchrus, ,
Poaceae Barnhart [= Graminae Juss.],Centotheca lappacea (L.) Desv.,Centotheca,Cenchrus lappaceus L.,
Poaceae Barnhart [= Graminae Juss.],Chloris divaricata var. cynodontoides (Balansa) Lazarides,Chloris,Chloris cynodontoides Balansa,
Poaceae Barnhart [= Graminae Juss.],Chrysopogon aciculatus (Retz.) Trin.,Chrysopogon,Andropogon aciculatum Retz.,
Poaceae Barnhart [= Graminae Juss.],Cymbopogon refractus (R.Br.) A.Camus,Cymbopogon,Andropogon refractus R.Br.,
Poaceae Barnhart [= Graminae Juss.],Cynodon dactylon (L.) Pers.,Cynodon,Panicum dactylon L.,
Poaceae Barnhart [= Graminae Juss.],Cyrtococcum oxyphyllum (Hochst. ex Steud.) Stapf,Cyrtococcum,Panicum oxyphyllum Hochst. ex Steud.,
Poaceae Barnhart [= Graminae Juss.],Dendrocalamus giganteus Munro,Dendrocalamus, ,
Poaceae Barnhart [= Graminae Juss.],Digitaria caledonica Henrard,Digitaria, ,
Poaceae Barnhart [= Graminae Juss.],Digitaria longiflora (Retz.) Pers.,Digitaria,Paspalum longiflorum Retz.,
Poaceae Barnhart [= Graminae Juss.],Digitaria montana Henrard,Digitaria, ,
Poaceae Barnhart [= Graminae Juss.],Digitaria radicosa (J.Presl & C.Presl) Miq.,Digitaria,Panicum radicosum J.Presl & C.Presl,
Poaceae Barnhart [= Graminae Juss.],Digitaria setigera Roth ex Roem. & Schult.,Digitaria, ,
Poaceae Barnhart [= Graminae Juss.],Echinochloa colona (L.) Link,Echinochloa,Panicum colonum L.,
Poaceae Barnhart [= Graminae Juss.],Entolasia marginata (R.Br.) Hughes,Entolasia,Panicum marginatum R.Br.,
Poaceae Barnhart [= Graminae Juss.],Eragrostis amabilis (L.) Wight & Arn. ex Nees var. amabilis,Eragrostis,Poa amabilis L.,
Poaceae Barnhart [= Graminae Juss.],Eragrostis amabilis (L.) Wight & Arn. ex Nees var. amabilis,Eragrostis,Eragrostis tenella var. tenella (L.) P.Beauv. ex Roem. & Schult.,
Poaceae Barnhart [= Graminae Juss.],Eragrostis amabilis (L.) Wight & Arn. ex Nees var. amabilis,Eragrostis,Poa tenella L.,
Poaceae Barnhart [= Graminae Juss.],Eragrostis amabilis var. insularis (C.E.Hubb.) Umamaheswari & P.Daniel,Eragrostis,Eragrostis tenella var. insularis C.E.Hubb.,
Poaceae Barnhart [= Graminae Juss.],Eragrostis parviflora (R.Br.) Trin.,Eragrostis,Poa parviflora R.Br.,
Poaceae Barnhart [= Graminae Juss.],Eragrostis scabriflora Swallen,Eragrostis, ,
Poaceae Barnhart [= Graminae Juss.],Eragrostis spartinoides Steud.,Eragrostis, ,
Poaceae Barnhart [= Graminae Juss.],Eriochloa procera (Retz.) C.E.Hubb.,Eriochloa,Agrostis procera Retz.,
Poaceae Barnhart [= Graminae Juss.],Greslania circinata Balansa,Greslania,Greslania multiflora Pilg.,
Poaceae Barnhart [= Graminae Juss.],Greslania montana Balansa,Greslania, ,
Poaceae Barnhart [= Graminae Juss.],Greslania rivularis Balansa,Greslania, ,
Poaceae Barnhart [= Graminae Juss.],Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Heteropogon,Andropogon contortus L.,
Poaceae Barnhart [= Graminae Juss.],Imperata conferta (C.Presl) Ohwi,Imperata,Saccharum confertum C.Presl,
Poaceae Barnhart [= Graminae Juss.],Imperata cylindrica (L.) P.Beauv.,Imperata,Lagurus cylindricus L.,
Poaceae Barnhart [= Graminae Juss.],Isachne globosa (Thunb.) Kuntze,Isachne,Milium globosum Thunb.,
Poaceae Barnhart [= Graminae Juss.],Ischaemum murinum G.Forst.,Ischaemum,Ischaemum foliosum Hack.,"Était auparavant signalé en tant que Ischaemum foliosum Hack., mis en synonyme."
Poaceae Barnhart [= Graminae Juss.],Ischaemum muticum L.,Ischaemum, ,
Poaceae Barnhart [= Graminae Juss.],Leptaspis banksii R.Br.,Leptaspis, ,
Poaceae Barnhart [= Graminae Juss.],Leptochloa decipiens (R.Br.) Stapf ex Maiden subsp. decipiens,Leptochloa, ,
Poaceae Barnhart [= Graminae Juss.],Lepturopetium kuniense Morat,Lepturopetium, ,
Poaceae Barnhart [= Graminae Juss.],Lepturus repens (G.Forst.) R.Br.,Lepturus,Rottboellia repens G.Forst.,
Poaceae Barnhart [= Graminae Juss.],Microstegium glabratum (R.Br.) A.Camus,Microstegium,Pollinia glabrata R.Br.,
Poaceae Barnhart [= Graminae Juss.],Miscanthus floridulus (Labill.) Warb. ex K.Schum. & Lauterb.,Miscanthus,Saccharum floridulum Labill.,
Poaceae Barnhart [= Graminae Juss.],Oplismenus compositus (L.) P.Beauv.,Oplismenus,Panicum compositum L.,
Poaceae Barnhart [= Graminae Juss.],Oplismenus hirtellus (L.) P.Beauv.,Oplismenus,Panicum hirtellum L.,
Poaceae Barnhart [= Graminae Juss.],Oryza neocaledonica Morat,Oryza, ,Récolte associée au taxon : J.-M. Veillon 7502
Poaceae Barnhart [= Graminae Juss.],Ottochloa nodosa (Kunth) Dandy,Ottochloa,Panicum nodosum Kunth,
Poaceae Barnhart [= Graminae Juss.],Panicum decompositum R.Br.,Panicum, ,
Poaceae Barnhart [= Graminae Juss.],Panicum paludosum Roxb.,Panicum, ,
Poaceae Barnhart [= Graminae Juss.],Paspalum moratii Toutain,Paspalum, ,
Poaceae Barnhart [= Graminae Juss.],Paspalum orbiculare f. villosa Däniker,Paspalum, ,Taxon à vérifier : taxon correct ?
Poaceae Barnhart [= Graminae Juss.],Paspalum scrobiculatum L.,Paspalum,Paspalum orbiculare G.Forst.,
Poaceae Barnhart [= Graminae Juss.],Paspalum scrobiculatum L.,Paspalum,Paspalum scrobiculatum var. orbiculare (G.Forst.) Hack.,
Poaceae Barnhart [= Graminae Juss.],Paspalum vaginatum Sw.,Paspalum, ,
Poaceae Barnhart [= Graminae Juss.],Phragmites karka (Retz.) Trin. ex Steud.,Phragmites,Phragmites vallatoria (Pluk. ex L.) Veldkamp,"P. australis est l'espèce récemment introduite dans les stations d'épuration, celle-ci pourrait être autochtone, nom vallatoria/us est illegitime : https://www.ipni.org/n/969245-1"
Poaceae Barnhart [= Graminae Juss.],Rottboellia coelorachis G.Forst.,Rottboellia,Coelorachis forsteriana Henrard,
Poaceae Barnhart [= Graminae Juss.],Saccharum spontaneum L.,Saccharum, ,
Poaceae Barnhart [= Graminae Juss.],Schizachyrium fragile (R.Br.) A.Camus,Schizachyrium,Andropogon fragilis R.Br.,
Poaceae Barnhart [= Graminae Juss.],Setaria austrocaledonica (Balansa) A.Camus,Setaria,Panicum austrocaledonicum Balansa,
Poaceae Barnhart [= Graminae Juss.],Setaria distans (Trin.) Veldkamp,Setaria,Panicum distans Trin.,
Poaceae Barnhart [= Graminae Juss.],Setaria distans (Trin.) Veldkamp,Setaria,Paspalidium distans (Trin.) Hughes,
Poaceae Barnhart [= Graminae Juss.],Setaria elegantula (Mez) Morat,Setaria,Panicum elegantulum Mez,
Poaceae Barnhart [= Graminae Juss.],Setaria elegantula (Mez) Morat,Setaria,Paspalidium elegantulum (Mez) Henrard,
Poaceae Barnhart [= Graminae Juss.],Setaria jaffrei Morat,Setaria, ,
Poaceae Barnhart [= Graminae Juss.],Spinifex sericeus R.Br.,Spinifex, ,
Poaceae Barnhart [= Graminae Juss.],Sporobolus creber DeNardi,Sporobolus, ,
Poaceae Barnhart [= Graminae Juss.],Sporobolus elongatus R.Br.,Sporobolus, ,
Poaceae Barnhart [= Graminae Juss.],Sporobolus virginicus (L.) Kunth,Sporobolus,Agrostis virginica L.,
Poaceae Barnhart [= Graminae Juss.],Stenotaphrum micranthum (Desv.) C.E.Hubb.,Stenotaphrum,Ophiurinella micrantha Desv.,
Poaceae Barnhart [= Graminae Juss.],Thuarea involuta (G.Forst.) R.Br. ex Sm.,Thuarea,Ischaemum involutum G.Forst.,
Poaceae Barnhart [= Graminae Juss.],Tragus australianus S.T.Blake,Tragus, ,
Poaceae Barnhart [= Graminae Juss.],Urochloa distachyos (L.) T.Q.Nguyen,Urochloa, ,"Material cited from NC in 	Simon, B.K., Studies in Australian grasses: 5 new species of and new combinations for Queensland panicoid grasses. Austrobaileya, 1992. 4(3): p. 585-60"
Poaceae Barnhart [= Graminae Juss.],Urochloa glumaris (Trin.) Veldkamp,Urochloa,Urochloa paspaloides J.Presl,
Poaceae Barnhart [= Graminae Juss.],Urochloa glumaris (Trin.) Veldkamp,Urochloa,Panicum glumare Trin.,
Poaceae Barnhart [= Graminae Juss.],Zoysia matrella (L.) Merr.,Zoysia,Agrostis matrella L.,
Poaceae Barnhart [= Graminae Juss.],Zoysia matrella (L.) Merr.,Zoysia,Zoysia malaccensis Gand.,
Poaceae Barnhart [= Graminae Juss.],Zoysia matrella (L.) Merr.,Zoysia,Zoysia pungens Willd.,
Poaceae Barnhart [= Graminae Juss.],Zoysia matrella (L.) Merr.,Zoysia,Zoysia tenuifolia Willd. ex Trin.,
Potamogetonaceae Rchb.,Potamogeton fluitans Roth,Potamogeton, ,
Potamogetonaceae Rchb.,Potamogeton pectinatus L.,Potamogeton, ,
Potamogetonaceae Rchb.,Potamogeton tricarinatus F.Muell.,Potamogeton, ,
Ruppiaceae Horan.,Ruppia maritima L.,Ruppia, ,
Smilacaceae Vent.,Smilax ligustrifolia A.DC.,Smilax, ,
Smilacaceae Vent.,Smilax neocaledonica Schltr.,Smilax, ,Pourrait être un synonyme selon Guillaumin (1940)
Smilacaceae Vent.,Smilax orbiculata Labill. var. orbiculata,Smilax, ,Autonyme
Smilacaceae Vent.,Smilax orbiculata var. balansae A.DC.,Smilax, ,Taxon à clarifier
Smilacaceae Vent.,Smilax plurifurcata A.DC.,Smilax, ,
Smilacaceae Vent.,Smilax purpurata G.Forster var. purpurata,Smilax,Smilax purpurata var. forsteri A.DC.,Autonyme
Smilacaceae Vent.,Smilax purpurata var. billardierei A.DC.,Smilax, ,Taxon à clarifier
Smilacaceae Vent.,Smilax purpurata var. concolor A.DC.,Smilax, ,Taxon à clarifier
Smilacaceae Vent.,Smilax purpurata var. retusa A.DC.,Smilax, ,Taxon à clarifier
Smilacaceae Vent.,Smilax tetraptera Schltr.,Smilax, ,Serait un Synonyme de ligustrifolia d'après Guillaumin (1940)
Triuridaceae Gardner,Sciaphila corallophyton K.Schum. & Schltr.,Sciaphila,Sciaphila dolichostyla Schltr.,
Triuridaceae Gardner,Sciaphila corniculata Becc.,Sciaphila,Sciaphila neocaledonica Schltr.,
Triuridaceae Gardner,Sciaphila corniculata Becc.,Sciaphila,Sciaphila oligochaete Schltr.,
Triuridaceae Gardner,Sciaphila corniculata Becc.,Sciaphila,Sciaphila conferta J.J.Sm.,
Triuridaceae Gardner,Sciaphila corniculata Becc.,Sciaphila,Sciaphila gatiensis Schltr.,
Triuridaceae Gardner,Sciaphila densiflora Schltr.,Sciaphila,Sciaphila flexuosa Giesen,
Triuridaceae Gardner,Sciaphila densiflora Schltr.,Sciaphila,Sciaphila longipes Schltr.,
