famille,nom_taxon,Genre,synonyme,remarque
Triuridaceae Gardner,Sciaphila densiflora Schltr.,Sciaphila,Sciaphila nutans Giesen,
Triuridaceae Gardner,Sciaphila densiflora Schltr.,Sciaphila,Sciaphila trichopoda Schltr.,
Triuridaceae Gardner,Sciaphila densiflora Schltr.,Sciaphila,Sciaphila reflexa Schltr.,
Typhaceae Juss.,Typha angustifolia L.,Typha, ,T. domingensis et angustifolia sont considérées comme distinctes ailleurs dans le monde (mais s'hybridant)
Typhaceae Juss.,Typha domingensis Pers.,Typha,Typha brownii Kunth,
Typhaceae Juss.,Typha domingensis Pers.,Typha,Typha basedowii Graebn.,
Typhaceae Juss.,Typha domingensis Pers.,Typha,Typha javanica sensu ,
Typhaceae Juss.,Typha domingensis Pers.,Typha,Typha angustifolia var. brownii (Kunth) Kronf.,
Typhaceae Juss.,Typha domingensis Pers.,Typha,Typha angustata Bory & Chaub.,
"Xeronemataceae M.W.Chase, Rudall & M.F.Fay",Xeronema moorei Brongn. & Gris,Xeronema, ,
Xyridaceae C.Agardh,Xyris desquamatus J.R.Morel & Munzinger,Xyris, ,"Morel, J. and J. Munzinger, Phytotaxa, 2021. 502(3): p. 219-229. https://doi.org/10.11646/phytotaxa.502.3.1"
Xyridaceae C.Agardh,Xyris neocaledonica Rendle,Xyris, ,
Xyridaceae C.Agardh,Xyris pancheri Rendle,Xyris,Xyris guillauminii Conert,
Acanthaceae Juss.,Acanthus ilicifolius L.,Acanthus,Dilivaria ilicifolia (L.) Pers.,
Acanthaceae Juss.,Avicennia marina subsp. australasica (Walp.) J.Everett,Avicennia,Avicennia marina var. resinifera (G.Forst.) Bakh.,"In Duke 2007, Duke, Mackenzie & Wood 2010. Tidal wetland flora of New Caledonia. UniQuest Pty Limited, St Lucia, POWO"
Acanthaceae Juss.,Brunoniella neocaledonica (Heine) Moylan,Brunoniella,Hemigraphis neocaledonica Heine,
Acanthaceae Juss.,Dicliptera pubescens (Vahl) Juss.,Dicliptera,Dicliptera caerulea (G.Forst.) Schinz & Guillaumin,
Acanthaceae Juss.,Graptophyllum balansae Heine,Graptophyllum,Barleria cristata L.,
Acanthaceae Juss.,Graptophyllum macrostemon Heine,Graptophyllum, ,
Acanthaceae Juss.,Graptophyllum ophiolithicum Heine,Graptophyllum, ,
Acanthaceae Juss.,Hemigraphis reptans (G.Forst.) T.Anderson ex Hemsl.,Hemigraphis,Ruellia humifusa Pers.,
Acanthaceae Juss.,Hemigraphis reptans (G.Forst.) T.Anderson ex Hemsl.,Hemigraphis,Ruellia reptans G.Forst.,
Acanthaceae Juss.,Justicia pinensis S.Moore,Justicia,Justicia amieuensis Guillaumin,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Eranthemum carruthersii Seem.,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Eranthemum nigrescens W.Bull,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Eranthemum moorei W.Bull,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Pseuderanthemum majus Baill. ex Guillaumin,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Eranthemum nigrum Linden,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Pseuderanthemum pacificum (Engl.) Lindau,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Eranthemum atropurpureum sensu Hook.f.,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Eranthemum pacificum Engl.,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Eranthemum whartonianum Hemsl.,
Acanthaceae Juss.,Pseuderanthemum carruthersii (Seem.) Guillaumin var. carruthersii,Pseuderanthemum,Pseuderanthemum kewense L.H.Bailey,
Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,Pseuderanthemum atropurpureum (W.Bull) Radlk.,
Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,Eranthemum versicolor W.Bull,
Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,Eranthemum marmoratum W.Bull,
Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,Eranthemum eldorado Williams,
Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,Eranthemum reticulatum W.Bull,
Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,Pseuderanthemum reticulatum (W.Bull) Radlk.,
Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,Eranthemum aureoreticulatum Williams,
Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,Eranthemum atropurpureum W.Bull,
Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,Eranthemum schomburgkii Hort.,
Acanthaceae Juss.,Pseuderanthemum comptonii S.Moore,Pseuderanthemum,Pseuderanthemum balansae Baill. ex Guillaumin,
Acanthaceae Juss.,Pseuderanthemum comptonii S.Moore,Pseuderanthemum,Eranthemum balansae Baill. ex Guillaumin,
Acanthaceae Juss.,Pseuderanthemum incisum Benoist,Pseuderanthemum, ,
Acanthaceae Juss.,"Pseuderanthemum melanesicum Gâteblé, Ramon & Butaud",Pseuderanthemum, ,"In Gâteblé, G., Ramon, L., & Butaud, J.-F. (2019) PhytoKeys 128, 73-84. NC & Vanuatu"
Acanthaceae Juss.,Pseuderanthemum repandum subsp. loyaltyense (Guillaumin) Heine,Pseuderanthemum,Pseuderanthemum loyaltyense Guillaumin,
Acanthaceae Juss.,Pseuderanthemum repandum subsp. stenopetalum Heine,Pseuderanthemum, ,
Acanthaceae Juss.,Pseuderanthemum repandum subsp. tuberculatum (Hook.) Heine,Pseuderanthemum,Pseuderanthemum tuberculatum (Hook.) Radlk.,
Acanthaceae Juss.,Pseuderanthemum repandum subsp. tuberculatum (Hook.) Heine,Pseuderanthemum,Eranthemum tuberculatum Hook.,
Acanthaceae Juss.,Pseuderanthemum variabile (R.Br.) Radlk.,Pseuderanthemum,Eranthemum variabile R.Br.,
Acanthaceae Juss.,Pseuderanthemum variabile (R.Br.) Radlk.,Pseuderanthemum,Chrestienia elegans Montrouz. ex Beauvis.,
Aizoaceae Martinov,Sesuvium portulacastrum (L.) L.,Sesuvium,Portulaca portulacastrum L.,
Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,"Tetragonia expansa Murray, nom. illeg.",
Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,Demidovia tetragonioides Pall.,
Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,Tetragonia japonica Thunb.,
Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,Tetragonia cornuta Gaertn.,
Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,Tetragonia halimifolia G.Forst.,
Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,Tetragonia expansa var. cornuta (Gaertn.) Endl.,
Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,Tetragonia expansa Murray,
Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,Pittosporum penduliflorum Baker f.,
Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,Memecylanthus neocaledonicus Gilg & Schltr.,
Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,Periomphale pancheri Baill.,
Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,Periomphale neocaledonica (Gilg & Schltr.) Steenis,
Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,Periomphale gaultherioides (Gilg & Schltr.) Steenis,
Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,Wittsteinia balansae (Baill.) Steenis,
Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,Pachydiscus gaulthenioides Gilg & Schltr.,
Alseuosmiaceae Airy Shaw,Platyspermation crassifolium Guillaumin,Platyspermation, ,
Amaranthaceae Juss.,Achyranthes aspera L.,Achyranthes, ,
Amaranthaceae Juss.,Alternanthera nodiflora R.Br.,Alternanthera, ,
Amaranthaceae Juss.,Alternanthera pungens Kunth,Alternanthera,Achyranthes repens L.,
Amaranthaceae Juss.,Alternanthera sessilis (L.) R.Br. ex DC.,Alternanthera,Gomphrena sessilis L.,
Amaranthaceae Juss.,Amaranthus interruptus R.Br.,Amaranthus, ,
Amaranthaceae Juss.,Amaranthus viridis L.,Amaranthus,Amaranthus gracilis Desf.,
Amaranthaceae Juss.,Atriplex jubata S.Moore,Atriplex, ,
Amaranthaceae Juss.,Deeringia arborescens (R.Br.) Druce,Deeringia,Deeringia altissima (Moq.) F.Muell.,
Amaranthaceae Juss.,Deeringia arborescens (R.Br.) Druce,Deeringia,Lestibudesia arborescens R.Br.,
Amaranthaceae Juss.,Deeringia arborescens (R.Br.) Druce,Deeringia,Lagrezia altissima Moq.,
Amaranthaceae Juss.,Dysphania carinata (R.Br.) Mosyakin & Clemants,Dysphania,Ambrina carinata (R.Br.) Moq.,"Mosyakin & Clemants (2002) Ukrayins’k. Bot. Zhurn., n.s. 59(4): 382"
Amaranthaceae Juss.,Dysphania carinata (R.Br.) Mosyakin & Clemants,Dysphania,Chenopodium carinatum R.Br.,"Mosyakin & Clemants (2002) Ukrayins’k. Bot. Zhurn., n.s. 59(4): 382"
Amaranthaceae Juss.,Dysphania carinata (R.Br.) Mosyakin & Clemants,Dysphania,Blitum carinatum (R.Br.) C.A.Mey. ex Steud.,"Mosyakin & Clemants (2002) Ukrayins’k. Bot. Zhurn., n.s. 59(4): 382"
Amaranthaceae Juss.,Dysphania carinata (R.Br.) Mosyakin & Clemants,Dysphania,Salsola carinata (R.Br.) Spreng.,"Mosyakin & Clemants (2002) Ukrayins’k. Bot. Zhurn., n.s. 59(4): 382"
Amaranthaceae Juss.,Einadia nutans (R.Br.) A.J.Scott,Einadia,Rhagodia nutans R.Br.,
Amaranthaceae Juss.,Enchylaena tomentosa R.Br.,Enchylaena, ,"Signalled by Duke N.C., Mackenzie A.M. & Wood A. (2010). Tidal wetland flora of New Caledonia. UniQuest Pty Limited St Lucia, pp. 1-90."
Amaranthaceae Juss.,Salsola australis R.Br.,Salsola, ,"Previously the name S. kali L. was used in NC, but we follow Chinnock 2010. J. Adelaide Bot. Gard. 24 (2010) 75–79; Borger et al. Australian Journal of Botany (2008), 56, 600–608"
Amaranthaceae Juss.,Sarcocornia quinqueflora (Bunge ex Ung.-Sternb.) A.J.Scott,Sarcocornia,Salicornia australis Sol. ex G.Forst.,
Amaranthaceae Juss.,Sarcocornia quinqueflora (Bunge ex Ung.-Sternb.) A.J.Scott,Sarcocornia,Salicornia quinqueflora Bunge ex Ung.-Sternb.,
Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,Chenopodium austale R.Br.,
Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,Suaeda australis (R.Br.) Moq.,
Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,Suaeda maritima var. australis (R.Br.) Domin,
Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,Chenopodina australis (R.Br.) Moq.,
Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,Schoberia australis (R.Br.) C.A.Mey. ex Steud.,
Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,Lerchea maritima var. australis (R.Br.) Kuntze,
Amborellaceae Pichon,Amborella trichopoda Baill.,Amborella, ,
Anacardiaceae R.Br.,Euroschinus aoupiniensis M.Hoff,Euroschinus, ,
Anacardiaceae R.Br.,Euroschinus elegans Engl.,Euroschinus, ,
Anacardiaceae R.Br.,Euroschinus jaffrei M.Hoff,Euroschinus, ,
Anacardiaceae R.Br.,Euroschinus obtusifolius Engl. var. obtusifolius,Euroschinus, ,
Anacardiaceae R.Br.,Euroschinus obtusifolius var. robustus Engl.,Euroschinus, ,
Anacardiaceae R.Br.,Euroschinus rubromarginatus Baker f.,Euroschinus,Euroschinus sylvicolus Baker f.,
Anacardiaceae R.Br.,Euroschinus verrucosus Engl.,Euroschinus, ,
Anacardiaceae R.Br.,Euroschinus vieillardii Engl. var. vieillardii,Euroschinus, ,
Anacardiaceae R.Br.,Euroschinus vieillardii var. glaber Hürl.,Euroschinus, ,
Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,Owenia cerasifera F.Muell.,
Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,Pleiogynium cerasiferum (F.Muell.) R.Parker,
Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,Spondias solandri Benth.,
Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,Pleiogynium solandri (Benth.) Engl.,
Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,Icica timoriensis DC.,
Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,Spondias pleiogyna F.Muell.,
Anacardiaceae R.Br.,Semecarpus atra (G.Forst.) Vieill.,Semecarpus,Semecarpus vitiensis auct.,
Anacardiaceae R.Br.,Semecarpus atra (G.Forst.) Vieill.,Semecarpus,Oncocarpus atra (G.Forst.) Seem.,
Anacardiaceae R.Br.,Semecarpus atra (G.Forst.) Vieill.,Semecarpus,Rhus atra G.Forst.,
Anacardiaceae R.Br.,Semecarpus balansae Engl.,Semecarpus,Semecarpus ngoyensis Baker f.,
Anacardiaceae R.Br.,Semecarpus neocaledonica Engl.,Semecarpus, ,
Anacardiaceae R.Br.,Semecarpus poyaensis Hoff,Semecarpus, ,
Anacardiaceae R.Br.,Semecarpus riparia Virot,Semecarpus, ,
Anacardiaceae R.Br.,Semecarpus virotii M.Hoff,Semecarpus, ,
Annonaceae Juss.,Goniothalamus dumontetii R.M.K.Saunders & Munzinger,Goniothalamus, ,
Annonaceae Juss.,Goniothalamus obtusatus (Baill.) R. M. K. Saunders,Goniothalamus,Richella obtusata (Baill.) R.E.Fr.,
Annonaceae Juss.,Goniothalamus obtusatus (Baill.) R. M. K. Saunders,Goniothalamus,Oxymitra obtusata Baill.,
Annonaceae Juss.,Huberantha nitidissima (Dunal) Chaowasku,Huberantha,Unona nitidissima Dunal,
Annonaceae Juss.,Huberantha nitidissima (Dunal) Chaowasku,Huberantha,Polyalthia nitidissima (Dunal) Benth.,
Annonaceae Juss.,Huberantha nitidissima (Dunal) Chaowasku,Huberantha,Hubera nitidissima (Dunal) Chaowasku,
Annonaceae Juss.,Meiogyne baillonii (Guillaumin) Heusden,Meiogyne,Uvaria baillonii Guillaumin,
Annonaceae Juss.,Meiogyne baillonii (Guillaumin) Heusden,Meiogyne,Melodorum baillonii Guillaumin,
Annonaceae Juss.,Meiogyne dumetosa (Vieill. ex Guillaumin) Heusden,Meiogyne,Uvaria dumetosa Vieill. ex Guillaumin,
Annonaceae Juss.,Meiogyne lecardii (Guillaumin) Heusden,Meiogyne,Desmos lecardii (Guillaumin) R.E.Fr.,
Annonaceae Juss.,Meiogyne lecardii (Guillaumin) Heusden,Meiogyne,Unona lecardii Guillaumin,
Annonaceae Juss.,Meiogyne punctulata (Baill.) I.M.Turner & Utteridge,Meiogyne,Desmos tiebaghiensis (Däniker) R.E.Fr.,"Turner, I. M. & Utteridge, T. M. A. (2017) European Journal of Taxonomy 339, 1-44."
Annonaceae Juss.,Meiogyne punctulata (Baill.) I.M.Turner & Utteridge,Meiogyne,Meiogyne tiebaghiensis (Däniker) Heusden,"Turner, I. M. & Utteridge, T. M. A. (2017) European Journal of Taxonomy 339, 1-44."
Annonaceae Juss.,Meiogyne punctulata (Baill.) I.M.Turner & Utteridge,Meiogyne,Fissistigma punctulatum (Baill.) Merr.,"Turner, I. M. & Utteridge, T. M. A. (2017) European Journal of Taxonomy 339, 1-44."
Annonaceae Juss.,Meiogyne punctulata (Baill.) I.M.Turner & Utteridge,Meiogyne,Unona tiebaghiensis Däniker,"Turner, I. M. & Utteridge, T. M. A. (2017) European Journal of Taxonomy 339, 1-44."
Annonaceae Juss.,Xylopia dibaccata Däniker,Xylopia, ,
Annonaceae Juss.,Xylopia pallescens Baill.,Xylopia, ,
Annonaceae Juss.,Xylopia pancheri Baill.,Xylopia, ,
Annonaceae Juss.,Xylopia vieillardii Baill.,Xylopia, ,
Apiaceae Lindl. [= Umbelliferae Juss.],Apiopetalum glabratum Baill.,Apiopetalum,Apiopetalum pennelii R.Vig.,
Apiaceae Lindl. [= Umbelliferae Juss.],Apiopetalum velutinum Baill.,Apiopetalum,Apiopetalum arboreum Baker f.,
Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,Apium filiforme (A.Rich.) Hook.,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,Helosciadium prostratum (Labill.) Bunge,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,Petroselinum prostratum (Labill.) DC.,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,Petroselinum filiforme A.Rich.,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,Apium australe Thouars,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
Apiaceae Lindl. [= Umbelliferae Juss.],Centella asiatica (L.) Urb.,Centella,Hydrocotyle lurida Hance,
Apiaceae Lindl. [= Umbelliferae Juss.],Centella asiatica (L.) Urb.,Centella,Hydrocotyle asiatica L.,
Apiaceae Lindl. [= Umbelliferae Juss.],Centella asiatica (L.) Urb.,Centella,Hydrocotyle wightiana Wall.,
Apocynaceae Juss.,Alstonia balansae Guillaumin,Alstonia,Alstonia undulata Guillaumin,
Apocynaceae Juss.,Alstonia boulindaensis Boiteau,Alstonia, ,
Apocynaceae Juss.,Alstonia coriacea Pancher ex S.Moore,Alstonia,Alstonia lenormandii var. coriacea (Pancher ex S.Moore) Monach.,
Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,Alstonia plumosa f. glabra Boiteau,
Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,Echites costata G.Forst.,
Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,Alstonia plumosa var. communis Boiteau,
Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,Alstonia roeperi Van Heurck & Müll.Arg.,
Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,Alstonia plumosa f. communis Boiteau,
Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,Alstonia costata Jeann.,
Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,Alstonia plumosa var. plumosa Labill.,
Apocynaceae Juss.,Alstonia deplanchei Van Heurck & Müll.Arg.,Alstonia,Alstonia retusa S.Moore,
Apocynaceae Juss.,Alstonia deplanchei Van Heurck & Müll.Arg.,Alstonia,Alstonia deplanchei var. ndokoaensis Boiteau,
Apocynaceae Juss.,Alstonia deplanchei Van Heurck & Müll.Arg.,Alstonia,Alstonia spathulifolia Guillaumin & Virot,
Apocynaceae Juss.,Alstonia deplanchei Van Heurck & Müll.Arg.,Alstonia,Alstonia linearifolia Guillaumin,
Apocynaceae Juss.,Alstonia lanceolata Van Heurck,Alstonia, ,
Apocynaceae Juss.,Alstonia lanceolifera S.Moore,Alstonia,Alstonia lenormandii var. lanceolifera (S.Moore) Monach.,
Apocynaceae Juss.,Alstonia lanceolifera S.Moore,Alstonia,Alstonia lanceolifera var. oleoidea Boiteau,
Apocynaceae Juss.,Alstonia legouixiae Van Heurck,Alstonia,Alstonia legouixiae var. obtusalabastra Boiteau,
Apocynaceae Juss.,Alstonia legouixiae Van Heurck,Alstonia,Alstonia legouixiae var. linearis Boiteau,
Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,Alstonia saligna S.Moore,
Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,Alstonia moui Pancher,
Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,Alstonia lenormandii var. minutifolia Boiteau,
Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,Alstonia lenormandii var. comptonii (S.Moore) Boiteau,
Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,Alstonia filipes Schltr. ex Guillaumin,
Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,Alstonia comptonii S.Moore,
Apocynaceae Juss.,Alstonia odontophora Boiteau,Alstonia, ,
Apocynaceae Juss.,Alstonia quaternata Van Heurck,Alstonia, ,
Apocynaceae Juss.,Alstonia sphaerocapitata Boiteau,Alstonia, ,
Apocynaceae Juss.,Alstonia stenophylla Guillaumin,Alstonia, ,
Apocynaceae Juss.,Alstonia vieillardii Van Heurck,Alstonia,Alstonia vieillardii var. glaberrima Guillaumin,
Apocynaceae Juss.,Alstonia vieillardii Van Heurck,Alstonia,Alstonia duerkheimiana Schltr.,
Apocynaceae Juss.,Alyxia baillonii Guillaumin,Alyxia,Alyxia laurina (Baill.) Guillaumin ex Däniker,
Apocynaceae Juss.,Alyxia baillonii Guillaumin,Alyxia,Gynopogon laurinum Baill.,
Apocynaceae Juss.,Alyxia caletioides (Baill.) Guillaumin,Alyxia,Gynopogon caletoides Baill.,
Apocynaceae Juss.,Alyxia clusiophylla (Baill.) Guillaumin,Alyxia,Gynopogon suave Baill.,
Apocynaceae Juss.,Alyxia clusiophylla (Baill.) Guillaumin,Alyxia,Alyxia suavis (Baill.) Schltr.,
Apocynaceae Juss.,Alyxia clusiophylla (Baill.) Guillaumin,Alyxia,Gynopogon clusiophyllum Baill.,
Apocynaceae Juss.,Alyxia cylindrocarpa Guillaumin,Alyxia,Alyxia cylindrocarpa var. obtusiuscula Boiteau,
Apocynaceae Juss.,Alyxia glaucophylla Van Heurck & Müll.Arg.,Alyxia,Alyxia canalensis Guillaumin,
Apocynaceae Juss.,Alyxia huerlimannii Guillaumin,Alyxia,Alyxia baumannii Guillaumin,"""hurlimannii"" corrigé en ""huerlimannii"" selon article 60.7"
Apocynaceae Juss.,Alyxia kaalaensis Boiteau,Alyxia, ,
Apocynaceae Juss.,Alyxia leucogyne Van Heurck & Müll.Arg.,Alyxia,Alyxia sapiifolia (Baill.) Schltr.,
